query,poi_name,wikipedia-link,answer
Why are those two men kissing?,Berlin Wall,https://en.wikipedia.org/wiki/Berlin_Wall,The Kiss depicts Soviet leader Leonid Brezhnev giving the East Germany President Erich Honecker. Fraternal kisses among socialist leaders were actually not unusual.
When was this wall built?,Berlin Wall,https://en.wikipedia.org/wiki/Berlin_Wall,"August 13, 1961"
Who are those men kissing?,Berlin Wall,https://en.wikipedia.org/wiki/Berlin_Wall,Politicians 
How many feet high is the wall?,Berlin Wall,https://en.wikipedia.org/wiki/Berlin_Wall, 3.6 metres (12 ft) high
Is this the art area of town. ,Berlin Wall,https://en.wikipedia.org/wiki/Berlin_Wall,"not exactly, it just became an artistic icon due to the wall. "
Why is there a fence in front of it?,Berlin Wall,https://en.wikipedia.org/wiki/Berlin_Wall,So that nobody touches it or tries to vandalize it.
What is the structure in front of me? ,Victory Column,https://en.wikipedia.org/wiki/Berlin_Victory_Column,This structure is known as the Victory Column.
What is the name of the angel at the top  of the structure?,Victory Column,https://en.wikipedia.org/wiki/Berlin_Victory_Column,Statue of Victoria
Who was the statue named after?,Victory Column,https://en.wikipedia.org/wiki/Berlin_Victory_Column,"A1. Siegessäule or Victory Column in English.  A2. The angel at the top is Victoria. A3. The statue is named after Victoria, the goddess of Victory. "
Is there any way to get to the top of the Victory Column?,Victory Column,https://en.wikipedia.org/wiki/Berlin_Victory_Column,The Victory Column can be climbed or landed on by sky diving.
What is the Statue of Victoria made of?,Victory Column,https://en.wikipedia.org/wiki/Berlin_Victory_Column,The statue is made of bronze.
How many cars pass this monument per day?,Victory Column,https://en.wikipedia.org/wiki/Berlin_Victory_Column,"It is at the center of a busy rotary, it is unknown how many cars go by daily."
What is the name of the monument?,Victory Column,https://en.wikipedia.org/wiki/Berlin_Victory_Column,Victory Column
Can tourists enter and ascend the monument?,Victory Column,https://en.wikipedia.org/wiki/Berlin_Victory_Column,YES
How high up can you climb in the monument?,Victory Column,https://en.wikipedia.org/wiki/Berlin_Victory_Column,it takes about 285 steps to get to the viewing platform of the column. 
Is there off street parking?,Victory Column,https://en.wikipedia.org/wiki/Berlin_Victory_Column,Yes there is off street parking near it.
What is the flag at the top?,Altes Museum,https://en.wikipedia.org/wiki/Altes_Museum,The countries flag.
Which building is this,Altes Museum,https://en.wikipedia.org/wiki/Altes_Museum,This is the Altes Museum in Berlin.
Are there exhibits for kids?,Altes Museum,https://en.wikipedia.org/wiki/Altes_Museum,"No, there are no exhibits specifically designed for kids."
can you provide me the hours of operation for this museum?,Altes Museum,https://en.wikipedia.org/wiki/Altes_Museum,9am-6pm - Monday thru Friday 10a-5pm - Saturday
What time do the lights turn on?,Altes Museum,https://en.wikipedia.org/wiki/Altes_Museum,night time
What is the building with the round window?,Spree River,https://en.wikipedia.org/wiki/Spree,it is the historic city cruise Nikolsiviertel Pier 
What is the name of the circular building in the center background of the picture?,Spree River,https://en.wikipedia.org/wiki/Spree,I am new to the area and not sure what the name of the circular building is.  Let's look it up on the city's website.
What river or canal is this?,Spree River,https://en.wikipedia.org/wiki/Spree,The Spree River
How many people can go on that boat?,Spree River,https://en.wikipedia.org/wiki/Spree,"About 100 people, it is a large tour boat"
How do I find tours on this river?,Spree River,https://en.wikipedia.org/wiki/Spree," Approximately 400 kilometres (250 mi) in length, it is a left bank tributary of the River Havel, which itself flows into the Elbe and then the North Sea. It is the river on which the original centre of Berlin was built."
What do you call the structure with the largest pillars?,Brandenburg Gate,https://en.wikipedia.org/wiki/Brandenburg_Gate,That is the Brandenburg Gate.
When was the Brandenburg Gate built and why?,Brandenburg Gate,https://en.wikipedia.org/wiki/Brandenburg_Gate,between 1788 and 1791  replacing the earlier simple guardhouses which flanked the original gate in the Customs Wall. 
Who is the artist responsible for the statue on top?,Brandenburg Gate,https://en.wikipedia.org/wiki/Brandenburg_Gate,The statue of Quadriga was designed by Johann Gottfried Schadow.
The statue in its glory once lived under whose ruling?,Brandenburg Gate,https://en.wikipedia.org/wiki/Brandenburg_Gate,The statue was used shortly after construction by Napoleon.
Its a beautiful gate once you through it what city are you in?,Brandenburg Gate,https://en.wikipedia.org/wiki/Brandenburg_Gate,It is still Berlin.  The city gate that stood there before marked the beginning of the road to Brandenburg.
IS this a greenhouse?,Botanical Garden,https://en.wikipedia.org/wiki/Berlin-Dahlem_Botanical_Garden_and_Botanical_Museum,"Partially. This is a Multi-habitat botanical garden with an arboretum, glasshouses & a museum of archaeological finds."
Is this open to the public?,Botanical Garden,https://en.wikipedia.org/wiki/Berlin-Dahlem_Botanical_Garden_and_Botanical_Museum,Yes.
What are the hours of operation? Where is this located?,Botanical Garden,https://en.wikipedia.org/wiki/Berlin-Dahlem_Botanical_Garden_and_Botanical_Museum,"The garden is open from 9 AM to 8 PM. It is closed for Christmas. It is located at Königin-Luise-Straße 6-8, 14195 Berlin, Germany."
What types of plants are in the greenhouse?,Botanical Garden,https://en.wikipedia.org/wiki/Berlin-Dahlem_Botanical_Garden_and_Botanical_Museum,The greenhouse grows almost every plant imaginable.
is this the largest in the world?,Botanical Garden,https://en.wikipedia.org/wiki/Berlin-Dahlem_Botanical_Garden_and_Botanical_Museum,No.
What is the address of that building?,Neue Kirche,"https://en.wikipedia.org/wiki/Neue_Kirche,_Berlin","Neue Kirche is located at Gendarmenmarkt 1-2, 10117 in Berlin, Germany."
which street is it located,Neue Kirche,"https://en.wikipedia.org/wiki/Neue_Kirche,_Berlin","Q1: What is the address of that building? A1: Neue Kirche is located at Gendarmenmarkt 1-2, 10117 in Berlin, Germany. Q2: which street is it located A2: Gendarmenmarkt "
What is this buildingused for?,Neue Kirche,"https://en.wikipedia.org/wiki/Neue_Kirche,_Berlin","Since 1992, a German Parliament exhibition can be seen here titled, ""Wege, Irrwege, and Umwege,"" or, ""Milestones, Setbacks, and Sidetracks."" No religious services are held here."
Who owns this building?,Neue Kirche,"https://en.wikipedia.org/wiki/Neue_Kirche,_Berlin",It is now owned by the German government and operates as a museum.
What are the hours for the museum? ,Neue Kirche,"https://en.wikipedia.org/wiki/Neue_Kirche,_Berlin",10 am to 6 pm
Who designed that building?,Kaiser Wilhelm Memorial Church,https://en.wikipedia.org/wiki/Kaiser_Wilhelm_Memorial_Church,The design of this church was done by Franz Schwechten.
Is the church still being used?,Kaiser Wilhelm Memorial Church,https://en.wikipedia.org/wiki/Kaiser_Wilhelm_Memorial_Church,Yes it is.
how big is it,Kaiser Wilhelm Memorial Church,https://en.wikipedia.org/wiki/Kaiser_Wilhelm_Memorial_Church,100 metres long and 40 metres wide
Was this building originally bigger?,Kaiser Wilhelm Memorial Church,https://en.wikipedia.org/wiki/Kaiser_Wilhelm_Memorial_Church,This building was originally bigger. 
What sort of religion is practiced in that church?,Kaiser Wilhelm Memorial Church,https://en.wikipedia.org/wiki/Kaiser_Wilhelm_Memorial_Church,The Kaiser Wilhelm Memorial Church is a Protestant church.
What is that tower on the left?,Kaiser Wilhelm Memorial Church,https://en.wikipedia.org/wiki/Kaiser_Wilhelm_Memorial_Church,new tower of the church
Is the tower open to members of the public?,Kaiser Wilhelm Memorial Church,https://en.wikipedia.org/wiki/Kaiser_Wilhelm_Memorial_Church,"Yes, this tower will open to the public ... Make sure I see the link "
What hours is the church open to the public?,Kaiser Wilhelm Memorial Church,https://en.wikipedia.org/wiki/Kaiser_Wilhelm_Memorial_Church,from 9am until 7pm
What denomination is the church?,Kaiser Wilhelm Memorial Church,https://en.wikipedia.org/wiki/Kaiser_Wilhelm_Memorial_Church,It is a Protestant church affiliated with the Evangelical Church in Berlin.
Is the main building wheelchair accessible? ,Kaiser Wilhelm Memorial Church,https://en.wikipedia.org/wiki/Kaiser_Wilhelm_Memorial_Church,yes it is
What is the name of this building?,German Parliament,https://en.wikipedia.org/wiki/Reichstag_building,This is the German Parliament building.
Can you get a passport here?,German Parliament,https://en.wikipedia.org/wiki/Reichstag_building,"No, it is a tourist attraction."
What year was this built? Who was the architect? ,German Parliament,https://en.wikipedia.org/wiki/Reichstag_building,In 2011
What is the architectural style ,German Parliament,https://en.wikipedia.org/wiki/Reichstag_building,The building is in the neo-baroque style.
Is it available to rent for private functions?,German Parliament,https://en.wikipedia.org/wiki/Reichstag_building,".A5 No, this is only a tourist attraction"
What is this building called?,Altes Museum,https://en.wikipedia.org/wiki/Altes_Museum,Altes Museum 
What is the nature of their collection?,Altes Museum,https://en.wikipedia.org/wiki/Altes_Museum,"The Antikensammlung (Collection of Classical Antiquities) has a proud tradition spanning more than 350 years. Today, it is not only on show at the Altes Museum, it also has a special display integrated into the permanent exhibition of the Neues Museum, featuring the archaeology of Cyprus and the Roman provinces, and is a core component of the Pergamonmuseum, with its world-famous halls of Antique architecture. "
What hours is the museum open to the public?,Altes Museum,https://en.wikipedia.org/wiki/Altes_Museum,10AM–6PM
Is there a gift shop in the museum?,Altes Museum,https://en.wikipedia.org/wiki/Altes_Museum,How many pillars does the building in front of me have?
Does the museum have a restaurant or coffee shop?,Altes Museum,https://en.wikipedia.org/wiki/Altes_Museum,no the museum does not but there are many in the area. 
Is this a good place for tourists?,Alexanderplatz,https://en.wikipedia.org/wiki/Alexanderplatz,The world time clock is here along with a few other things.
what is the large building facing me used for?,Alexanderplatz,https://en.wikipedia.org/wiki/Alexanderplatz,Large public square and transport hub.
Will that train take me across the city?,Alexanderplatz,https://en.wikipedia.org/wiki/Alexanderplatz,Alexanderplatz 
Where will that train take me?,Alexanderplatz,https://en.wikipedia.org/wiki/Alexanderplatz,It seems that it is headed to Belriabsfarhl. 
how convinient frrom others,Alexanderplatz,https://en.wikipedia.org/wiki/Alexanderplatz,"Yes. Since the infrastructure of the trams and the subway is really good in Berlin, you can reach all important and interesting playces with it."
How many minutes will it take us to reach the tallest office building on the other side of that tower?,Victory Column,https://en.wikipedia.org/wiki/Berlin_Victory_Column,It depends on traffic
How much time do you sit in traffic going past the monument?,Victory Column,https://en.wikipedia.org/wiki/Berlin_Victory_Column,What is this a victory for 
Is this amount of traffic normal?,Victory Column,https://en.wikipedia.org/wiki/Berlin_Victory_Column,The area is also known as traffic circle. 
How tall is this monument?,Victory Column,https://en.wikipedia.org/wiki/Berlin_Victory_Column,"The entire column, including the sculpture, is 67 metres (220 ft) tall."
What is the gold thing on the top of the monument?,Victory Column,https://en.wikipedia.org/wiki/Berlin_Victory_Column,"It represents both Victoria, the Goddess of Victory and Borussia the allegory and Latin name of Prussia. "
"Hey Virtual Assistant, when was this building built?",Brandenburg Gate,https://en.wikipedia.org/wiki/Brandenburg_Gate,1788
What historical significance does this building have?,Brandenburg Gate,https://en.wikipedia.org/wiki/Brandenburg_Gate,It was built to memorialize an event. 
What is the name of this arch?,Brandenburg Gate,https://en.wikipedia.org/wiki/Brandenburg_Gate,the arch is called the Brandenburg Gate.
What historical events have occurred at this site?,Brandenburg Gate,https://en.wikipedia.org/wiki/Brandenburg_Gate,The revolutions of 1989.
How tall is this building? ,Brandenburg Gate,https://en.wikipedia.org/wiki/Brandenburg_Gate,The Brandenburg Gate is 85 feet tall.
Who are the two men who are kissing in this image?,Berlin Wall,https://en.wikipedia.org/wiki/Berlin_Wall,They are two famous people but not revelant anymore
Why did they put a picture up of two men kissing,Berlin Wall,https://en.wikipedia.org/wiki/Berlin_Wall,Tony Visconti and Antonia Maaß)  wall of shame side
Is the art all done by one person?,Berlin Wall,https://en.wikipedia.org/wiki/Berlin_Wall,"No, it was done by many different artists."
What we can understand from the picture,Berlin Wall,https://en.wikipedia.org/wiki/Berlin_Wall,That these two men should not be that close. The physical aspects of the image strengthen that perscpective.
Why shouldn't the two men be that close? They can love whoever they choose to.,Berlin Wall,https://en.wikipedia.org/wiki/Berlin_Wall,"Because it represents the communist possession of East Germany, since one man was the East German president, and the other was the soviet leader."
Is this the courthouse,Berlin Genarmenmarkt,https://en.wikipedia.org/wiki/Gendarmenmarkt,no
What are the objects on top of the building on the left?,Berlin Genarmenmarkt,https://en.wikipedia.org/wiki/Gendarmenmarkt,Statues of significant people in the German history.
Where is the public entrance to this building?,Berlin Genarmenmarkt,https://en.wikipedia.org/wiki/Gendarmenmarkt,The public entrance is up the stairs and through the pillars.
"what are the names intended for each statue? if possible, advise of why they are considered significant.",Berlin Genarmenmarkt,https://en.wikipedia.org/wiki/Gendarmenmarkt,"The main statue is of Friedrich Schiller. It was installed to celebrate the 100th birthday of the influential poet. The female figures around him represent Lyric Poetry, Tragedy, History, and Philosophy, which were Schiller's main areas of focus."
what is the building comprised of with reference to public access?,Berlin Genarmenmarkt,https://en.wikipedia.org/wiki/Gendarmenmarkt,Are there any places to hear music around this building 
Are bike rentals available here?,Pergamom Museum,https://en.wikipedia.org/wiki/Pergamon_Museum,"Not at the exact location, but close by."
Why were these buildings created? ,Pergamom Museum,https://en.wikipedia.org/wiki/Pergamon_Museum,Q1: Can i rent a bike here? A1: not here but close by yes Q2: What were the buildings created for ?
What are these buildings used for? ,Pergamom Museum,https://en.wikipedia.org/wiki/Pergamon_Museum,"They host three museum collections: antiquities, the Middle East museum, and the museum of Islamic art."
Who can see the buildings inside?,Pergamom Museum,https://en.wikipedia.org/wiki/Pergamon_Museum,any and all visitors are allowed inside the museum.
Who is the man on the large red poster on the side of the right building?,Pergamom Museum,https://en.wikipedia.org/wiki/Pergamon_Museum,The poster is likely part of an exhibition.
Is it open to the public?,Charlottenburg Palace,https://en.wikipedia.org/wiki/Charlottenburg_Palace,"Yes, it is open to the public. Hours are Tue - Sun 10:00 a.m. - 5:00 p.m. Closed on Mondays."
Where is this building located? ,Charlottenburg Palace,https://en.wikipedia.org/wiki/Charlottenburg_Palace,"It's located in Germany, Berlin in the Charlottenburg district"
What year was this building built?,Charlottenburg Palace,https://en.wikipedia.org/wiki/Charlottenburg_Palace,It was inaugurated on 11 July 1699.
How long did it take to build the place?,Charlottenburg Palace,https://en.wikipedia.org/wiki/Charlottenburg_Palace,A4: Construction started in 1695 and was finished in 1713.
What was the purpose of this building?,Charlottenburg Palace,https://en.wikipedia.org/wiki/Charlottenburg_Palace,For King Friedrich of Prussia to live in with his family. 
Is this a government building?,Charlottenburg Palace,https://en.wikipedia.org/wiki/Charlottenburg_Palace,No.
Would children like this place? ,Charlottenburg Palace,https://en.wikipedia.org/wiki/Charlottenburg_Palace,Yes. Schoolchildren often visit and there are tours designed for various age groups.
What hours are tours available?,Charlottenburg Palace,https://en.wikipedia.org/wiki/Charlottenburg_Palace,"There are tours throughout the day and the Palace is open from 10am to 4:30pm, Tuesday through Sunday."
Are there elevators?,Charlottenburg Palace,https://en.wikipedia.org/wiki/Charlottenburg_Palace,"No, the Charlottenburg Palace does not have elevators.  Only the first floor is wheelchair accessible."
Is there free parking?,Charlottenburg Palace,https://en.wikipedia.org/wiki/Charlottenburg_Palace,yes it does
Who designed this building?,Altes Museum,https://en.wikipedia.org/wiki/Altes_Museum,Karl Friedrich Schinkel.
Is there public transportation to get here?,Altes Museum,https://en.wikipedia.org/wiki/Altes_Museum,"Yes, there are trains, buses, and taxis available."
Is this a museum or what?,Altes Museum,https://en.wikipedia.org/wiki/Altes_Museum,"Yes, this is a museum."
What is the admission fee?,Altes Museum,https://en.wikipedia.org/wiki/Altes_Museum,10 euro
What are the hours of the museum? ,Altes Museum,https://en.wikipedia.org/wiki/Altes_Museum,10 a.m. to 6 p.m.
Is this a historical place?,Pergamom Museum,https://en.wikipedia.org/wiki/Pergamon_Museum,"Yes. The building was designed by Alfred Messel and Ludwig Hoffmann and was constructed over a period of twenty years, from 1910 to 1930. The Pergamon Museum houses monumental buildings such as the Pergamon Altar, the Ishtar Gate of Babylon, the Market Gate of Miletus reconstructed from the ruins found in Anatolia, as well as the Mshatta Facade."
Shall I visit this place,Pergamom Museum,https://en.wikipedia.org/wiki/Pergamon_Museum,That is your decision. I cannot answer this. 
"assuming q2 is indicating this place is open to the public, is it free to visit this building?",Pergamom Museum,https://en.wikipedia.org/wiki/Pergamon_Museum,There is a cost for a tour  and admission
Is there free parking close by?,Pergamom Museum,https://en.wikipedia.org/wiki/Pergamon_Museum,There are approximately 100 parking spaces in a nearby lot.
How many people visit this museum a day ?,Pergamom Museum,https://en.wikipedia.org/wiki/Pergamon_Museum,"In 2016, Approximately 2000 per day."
When was that building made?,Charlottenburg Palace,https://en.wikipedia.org/wiki/Charlottenburg_Palace,1713
What is in the two wings?,Charlottenburg Palace,https://en.wikipedia.org/wiki/Charlottenburg_Palace,Guest rooms and administrative offices
what is the primary genre of the administrative offices? ,Charlottenburg Palace,https://en.wikipedia.org/wiki/Charlottenburg_Palace,"behind the palace, including a belvedere, a mausoleum, a theatre and a pavilion"
Q1: What is the weather like? A1: cloudy and blue skies Q2: How is the traffic? A2: Seems too be light Q3: Is there public parking?  A3: No I believe there is only street parking.,Charlottenburg Palace,https://en.wikipedia.org/wiki/Charlottenburg_Palace,I think there is only parking on the street.
what is the  white car brand name?,Charlottenburg Palace,https://en.wikipedia.org/wiki/Charlottenburg_Palace,Can you rent out a room to spend the night in this building? 
What river is that bridge crossing?,Oberbaum Bridge,https://en.wikipedia.org/wiki/Oberbaum_Bridge,That is Berlin's River Spree.
Is there ferry service available?,Oberbaum Bridge,https://en.wikipedia.org/wiki/Oberbaum_Bridge,"yes, there is a ferry service for the river. "
Is the bridge a toll bridge? ,Oberbaum Bridge,https://en.wikipedia.org/wiki/Oberbaum_Bridge,"No, free access."
Have any historical events taken place on this river?,Oberbaum Bridge,https://en.wikipedia.org/wiki/Oberbaum_Bridge,This river has witness many historical event that have occurred in the city of Berlin.
What is the most recent major historical event to take place in the city of Berlin?,Oberbaum Bridge,https://en.wikipedia.org/wiki/Oberbaum_Bridge,I am unsure of the last major event to occur in Berlin.  Let's look it up and we will both know the answer.
Where can I park?,Neue Kirche,"https://en.wikipedia.org/wiki/Neue_Kirche,_Berlin",The nearest parking lot is CONTIPARK Tiefgarage Friedrichstadt-Passagen (Q 207)
Do I turn here?,Neue Kirche,"https://en.wikipedia.org/wiki/Neue_Kirche,_Berlin",Correct itways the places
What is that tall building?,Neue Kirche,"https://en.wikipedia.org/wiki/Neue_Kirche,_Berlin",It's the Mosque in Moscow.
Is that a nice twighlight?,Neue Kirche,"https://en.wikipedia.org/wiki/Neue_Kirche,_Berlin",Does that place have a gift shop? 
What kind of structure or statue is at the top of the dome?,Neue Kirche,"https://en.wikipedia.org/wiki/Neue_Kirche,_Berlin",It is a very sold one built about 2 years after the fact
Who is the designer of the memorial?,Jewish Memorial,https://en.wikipedia.org/wiki/Memorial_to_the_Murdered_Jews_of_Europe,designed by architect Peter Eisenman and engineer Buro Happold
Where can I find it?,Jewish Memorial,https://en.wikipedia.org/wiki/Memorial_to_the_Murdered_Jews_of_Europe,"The address is: Cora-Berliner-Straße 1, 10117 Berlin, Germany."
Is it supposed to look like something?,Jewish Memorial,https://en.wikipedia.org/wiki/Memorial_to_the_Murdered_Jews_of_Europe,The sculpture aims to represent a supposedly ordered system that has lost touch with human reason
How long did it take to make the sculpture?,Jewish Memorial,https://en.wikipedia.org/wiki/Memorial_to_the_Murdered_Jews_of_Europe,"Construction of the sculpture began on April 1, 2003, and was finished on December 15, 2004, taking approximately 20 months to complete."
How much steel was used to make this sculpture?,Jewish Memorial,https://en.wikipedia.org/wiki/Memorial_to_the_Murdered_Jews_of_Europe,"It is actually 2,711 slabs of stelae."
What is the name of the building?,Neue Kirche,"https://en.wikipedia.org/wiki/Neue_Kirche,_Berlin",That building is called Neue Kirche.
Can you tour the dome?,Neue Kirche,"https://en.wikipedia.org/wiki/Neue_Kirche,_Berlin","There are guided tours at 11am, 1pm and 4pm."
Who owns the building? ,Neue Kirche,"https://en.wikipedia.org/wiki/Neue_Kirche,_Berlin",Jerusalem's Church
How old is the building?,Neue Kirche,"https://en.wikipedia.org/wiki/Neue_Kirche,_Berlin",The building is 310 years old
Do they still hold services here?,Neue Kirche,"https://en.wikipedia.org/wiki/Neue_Kirche,_Berlin","No, it's now a museum."
What is the building a type of green house or something,Botanical Garden,https://en.wikipedia.org/wiki/Berlin-Dahlem_Botanical_Garden_and_Botanical_Museum,It is a botanical garden.
Wouldn't you love to have a house with that kind of design? ,Botanical Garden,https://en.wikipedia.org/wiki/Berlin-Dahlem_Botanical_Garden_and_Botanical_Museum,"Yes I would, could you imagine cleaning the windows but?"
Are tours available and are they guided?,Botanical Garden,https://en.wikipedia.org/wiki/Berlin-Dahlem_Botanical_Garden_and_Botanical_Museum,You can walk freely in the gardens.
Is there any sort of admissions cost?,Botanical Garden,https://en.wikipedia.org/wiki/Berlin-Dahlem_Botanical_Garden_and_Botanical_Museum,There is an admission fee for the botanical gardens.
Is this government or privately company owned?,Botanical Garden,https://en.wikipedia.org/wiki/Berlin-Dahlem_Botanical_Garden_and_Botanical_Museum,The garden is privately owned by the Free University of Berlin.
How often does the tram come?,Alexanderplatz,https://en.wikipedia.org/wiki/Alexanderplatz,30 min intervals 
Does the tram go on multiple routes or is there only one?,Alexanderplatz,https://en.wikipedia.org/wiki/Alexanderplatz,one
What route does the tram take?,Alexanderplatz,https://en.wikipedia.org/wiki/Alexanderplatz,"Originally a cattle market outside the city fortifications, it was named in honor of a visit of the Russian Emperor Alexander I to Berlin on 25 October 1805 by order of King Frederick William III of Prussia. The square gained a prominent role in the late 19th century with the construction of the Stadtbahn station of the same name and a nearby market hall, followed by the opening of a department store of Hermann Tietz in 1904, becoming a major commercial centre. The U-Bahn station of the present-day U2 line opened on 1 July 1913.  Its heyday was in the 1920s, when together with Potsdamer Platz it was at the heart of Berlin's nightlife, inspiring the 1929 novel Berlin Alexanderplatz (see 1920s Berlin) and the two films based thereon, Piel Jutzi's 1931 film and Rainer Werner Fassbinder's 15½ hour second adaptation, released in 1980. About 1920 the city's authorities started a rearrangement of the increasing traffic flows laying out a roundabout, accompanied by two buildings along the Stadtbahn viaduct, Alexanderhaus and Berolinahaus finished in 1932 according to plans designed by Peter Behrens.  East Germany  The Press Cafe in 1977. The mural displaying the Marxist view of the press has been covered over by commercial advertising.  The Fernsehturm Berlin seen from a distance Alexanderplatz has been subject to redevelopment several times in its history, most recently during the 1960s, when it was turned into a pedestrian zone and enlarged as part of the German Democratic Republic's redevelopment of the city centre. It is surrounded by several notable structures including the Fernsehturm (TV Tower), the second tallest structure in the European Union."
"Does the tram operate throughout the night, or does it stop at a certain time?",Alexanderplatz,https://en.wikipedia.org/wiki/Alexanderplatz,"In nights from Sunday to Monday until Thursday to Friday, U-Bahn and S-Bahn trains operate only until 1 a.m. or 1.30 a.m., depending on the line. After that time, they are replaced by night buses."
Are the building commercial space or residential?,Alexanderplatz,https://en.wikipedia.org/wiki/Alexanderplatz,Are there places to eat while you are waiting on your tram? 
Where is the parking area to visit here?,Charlottenburg Palace,https://en.wikipedia.org/wiki/Charlottenburg_Palace,In front of Charlottenburg Palace.
How many people work here?,Charlottenburg Palace,https://en.wikipedia.org/wiki/Charlottenburg_Palace,Just over 100.
Shall I stop the car here,Charlottenburg Palace,https://en.wikipedia.org/wiki/Charlottenburg_Palace,Yes if there are open spaces available that indicate this is a parking area. 
Why is the top of the building green?,Charlottenburg Palace,https://en.wikipedia.org/wiki/Charlottenburg_Palace, Andreas Heidt
What does this building house?,Charlottenburg Palace,https://en.wikipedia.org/wiki/Charlottenburg_Palace,tourist attraction
Is this a museum? ,New Palace,https://en.wikipedia.org/wiki/New_Palace_(Potsdam),no
What is the name of this group of buildings?,New Palace,https://en.wikipedia.org/wiki/New_Palace_(Potsdam),The New Palace
What is the New Palace it reminds of some type of institution.,New Palace,https://en.wikipedia.org/wiki/New_Palace_(Potsdam),"The building of the palace commenced at the end of the Seven Years' War, to celebrate Prussia’s success."
How long has this museum been around?,New Palace,https://en.wikipedia.org/wiki/New_Palace_(Potsdam),The building was complete in 1769.
Are tours available for this building?,New Palace,https://en.wikipedia.org/wiki/New_Palace_(Potsdam),When was the last year that this was used for royal means. 
How much does it cost to get in,Botanical Garden,https://en.wikipedia.org/wiki/Berlin-Dahlem_Botanical_Garden_and_Botanical_Museum,6€
Are children allowed to go here?,Botanical Garden,https://en.wikipedia.org/wiki/Berlin-Dahlem_Botanical_Garden_and_Botanical_Museum,A1. Tickets are six Euros for Adults and concessionary tickets are three Euros. Family tickets are also available. A2. Children are welcome to visit here.  
Can you bring food and picnic on the lawn?,Botanical Garden,https://en.wikipedia.org/wiki/Berlin-Dahlem_Botanical_Garden_and_Botanical_Museum,no you can't
Are backpacks allowed inside?,Botanical Garden,https://en.wikipedia.org/wiki/Berlin-Dahlem_Botanical_Garden_and_Botanical_Museum,"Backpacks are permitted, but contents will be inspected prior to entering."
What time does the building close?,Botanical Garden,https://en.wikipedia.org/wiki/Berlin-Dahlem_Botanical_Garden_and_Botanical_Museum,Last admission is at 7:00 pm.  You can stay until 8:00.
What city are we in right now?,Berlin Wall,https://en.wikipedia.org/wiki/Berlin_Wall,"We are currently in Berlin, Germany."
What does the poster of the two men kissing say?,Berlin Wall,https://en.wikipedia.org/wiki/Berlin_Wall,"It says, 'My God, Help Me to Survive This Deadly Love'"
What do you think this art represents?,Berlin Wall,https://en.wikipedia.org/wiki/Berlin_Wall,"Perhaps a political stance, or surviving the trend for men to be gay, that they don't die of AIDS"
What is the translation of the graffiti shown on the top of the wall?,Berlin Wall,https://en.wikipedia.org/wiki/Berlin_Wall,"“My God, Help Me to Survive This Deadly Love”."
Who are the two men kissing in the mural?,Berlin Wall,https://en.wikipedia.org/wiki/Berlin_Wall,Leonid Brezhnev and Erich Honecker are the two men in the mural.
What is the name of the factory in this area?,Alexanderplatz,https://en.wikipedia.org/wiki/Alexanderplatz,BACK-FACTORY
Is this a very fast way to get around town. ,Alexanderplatz,https://en.wikipedia.org/wiki/Alexanderplatz,This is a very fast and easy way to get around.
What is the large building used for?,Alexanderplatz,https://en.wikipedia.org/wiki/Alexanderplatz,It is a transport hub.
What is the cost of the train?,Alexanderplatz,https://en.wikipedia.org/wiki/Alexanderplatz,About 40 euros
How many people are hit by the train each year?,Alexanderplatz,https://en.wikipedia.org/wiki/Alexanderplatz,Roughly 964 people were killed in railroad accidents in the EU in 2016.
Are bikes allowed at this location? ,Brandenburg Gate,https://en.wikipedia.org/wiki/Brandenburg_Gate,Yes bikes are allowed in this location.
What about pets?,Brandenburg Gate,https://en.wikipedia.org/wiki/Brandenburg_Gate,"yes, pets are allowed as well."
Is the location safe? ,Brandenburg Gate,https://en.wikipedia.org/wiki/Brandenburg_Gate,"Yes it is, especially since the Cold War ended."
Are we allowed to climb to the top of the structure?,Brandenburg Gate,https://en.wikipedia.org/wiki/Brandenburg_Gate,no we are not
What does the structure on top of the columns represent?,Brandenburg Gate,https://en.wikipedia.org/wiki/Brandenburg_Gate,"The structure on top of the columns is a Quadriga, by Johann Gottfried Schadow. It represents victory."
What are the statues on top of that building?,New Palace,https://en.wikipedia.org/wiki/New_Palace_(Potsdam),People and Gargoyles.
Would kids enjoy this place?,New Palace,https://en.wikipedia.org/wiki/New_Palace_(Potsdam),"Yes, the scenery is beautiful"
What is in the dome ? ,New Palace,https://en.wikipedia.org/wiki/New_Palace_(Potsdam),"The richly gilt, curved ceiling rises into the attic area under the great copper dome"
Is this building handicap accessible? ,New Palace,https://en.wikipedia.org/wiki/New_Palace_(Potsdam),.A4 It is not implied that this is handicap accessible.
What is the purpose of the building?,New Palace,https://en.wikipedia.org/wiki/New_Palace_(Potsdam),It has an art gallery and a theater still in use today.
What is that monument with the gold statue?,Victory Column,https://en.wikipedia.org/wiki/Berlin_Victory_Column,The monument with the gold statue is Victory Column.
What is the history of the monument?,Victory Column,https://en.wikipedia.org/wiki/Berlin_Victory_Column,"  Designed by Heinrich Strack, after 1864 to commemorate the Prussian victory in the Danish-Prussian War."
Are there guided tours available at the monument?,Victory Column,https://en.wikipedia.org/wiki/Berlin_Victory_Column,No.
